nr,call,startdate,enddate,qth
2368,KG5BQQ,20160606,,TX
2369,AC2OC,20160607,,NY
2370,SP4TXI,20160609,,Poland
2371,YV6CR,20160613,,ANZOATEGUI
2372,LU2DD,20160613,,Buenos Aires
2373,N8RJP,20160613,,MI
2374,WW8O,20160618,,OH
2375,AE8D,20160619,,Va
2376,K2EEF,20160621,,NJ
2377,UT5QBC,20160622,,Ukraine
2378,KE8B,20160622,,FL
2379,JN3IWE,20160624,,Japan
2380,N4KP,20160630,,GA
2381,YB1HDR,20160701,,West Java
2382,W8MSC,20160701,,MI
2383,W3ATT,20160703,,PA
2384,KC2LM,20160703,,NM
2385,KC1BOS,20160704,,NH
2386,KI8DU,20160705,,WV
2387,KD4PK,20160707,,AL
2388,K8SEM,20160709,,OH
2389,AC8WS,20160718,,OH
2390,K6TB,20160718,,TX
2391,IT9GJK,20160719,,Italia
2392,AI6NT,20160720,,CA
2393,WY4O,20160720,,VA
2394,KB0PGI,20160721,,KS
2395,NC3U,20160726,,PA
2397,ZS4JAN,20160731,,South Africa
2398,KE5ISO,20160731,,ME
2399,IW2IBG,20160801,,Milano
2400,WB4SNU,20160803,,NC
2401,PU4MHO,20160804,,Minas Gerais - Brasil
2402,NI6V,20160804,,CA
2403,KJ4KVC,20160808,,TN
2404,AA4OG,20160810,,NC
2405,IZ0KBA,20160810,,Italy
2406,WC3T,20160811,,PA
2407,K3BTR,20160812,20161104,MD
2408,K3ABE,20160814,,PA
2409,EW6FW,20160818,,BELARUS
2410,N2GSL,20160821,,NY
2411,AE0IB,20160822,,MO
2412,M0AUI,20160825,,dorset
2413,K9POL,20160826,,IL
2414,IZ8UYT,20160828,,BENEVENTO ITALY
2415,KE0GHU,20160830,,KS
2416,W5DTX,20160831,,TX
2417,K5ATG,20160831,,OK
2418,KE0FDX,20160908,,MT
2419,KC6NAT,20160911,,CA
2420,W0LQ,20160911,,CO
2421,KM4TVS,20160914,,NC
2422,WE2LEW,20160919,,NY
2423,W7AII,20160923,,NV
2424,K7NWF,20160925,,AZ
2425,KI4P,20160927,,GA
2426,AC5OY,20161001,,TX
2427,KK4ODQ,20161003,,VA
2428,SN6P,20161003,,POLAND
2429,HB9FVL,20161004,,Switzerland
2430,AC0DX,20161014,,MO
2431,N5AYB,20161020,,TX
2432,IK2UVR,20161022,,Italy
2433,AB5XS,20161029,,TX
2434,KO4FD,20161030,,NC
2435,K4BXR,20161101,,VA
2436,ER2OZ,20161101,,Moldova
2437,K5VPN,20161107,,OK
2438,YV3BAR,20161107,,VENEZUELA
2439,EA1IQM,20161115,,PONTEVEDRA
2440,UA1ZFG,20161115,,Russia
2441,K4EET,20161115,,MD
2442,KA7X,20161118,,OR
2443,KB0LCO,20161119,,MO
2444,KA5PFB,20161121,,LA
2445,KC3HMY,20161122,,DC
2446,KE8EYQ,20161124,,mi
2447,W0CD,20161125,,IN
2448,YO9IOE,20161125,,ROMANIA
2449,KW4LV,20161130,,GA
2450,WA3YNW,20161201,,MD
2451,KJ4UDD,20161203,,OH
2452,N0RSN,20161203,,MO
2453,IK2HTY,20161207,,MI
2454,PU2RTO,20161211,,SP - BRASIL
2455,KG7OMM,20161211,,UT
2456,NP3F,20161212,,PR
2457,RA6AVP,20161216,,RUSSIA
2458,AG5AZ,20161217,,TX
2459,KJ0DY,20161224,,AR
2460,WA5M,20161223,,TX
2461,AE4TG,20161218,,FL
2462,UT0FC,20161218,,Ukraibe
2463,KJ7V,20161218,,WA
2464,PP5XA,20170101,,SANTA CATARINA
2465,R3IBT,20170105,,Russia
2466,AE3J,20170106,,PA
2467,W3LSW,20170107,,NY
2468,KU4H,20170107,,AL
2469,VE2NCG,20170107,,Quebec
2470,K2WJ,20170107,,TX
2471,AF7NX,20170108,,OR
2472,K8ULT,20170108,,OH
2473,N3CKI,20170109,,NC
2474,KC8MUE,20170110,,MI
2475,M6ENP,20170110,,Cumbira
2476,WZ5TM,20170111,,TX
2477,W0SKM,20170114,,KY
2478,K4KGM,20170114,,NC
2479,K0SZ,20170114,,NE
2480,N1NZL,20170115,,VA
2481,OD5SK,20170119,,LEBANON
2483,EA7FMT,20170124,,Espana
2484,KK6KMU,20170125,,CA
2485,VE7KCY,20170131,,BC
2486,W1HMM,20170204,,NH
2487,KG5KRZ,20170206,,LA
2488,KE0LFX,20170206,,IA
2489,N8AWR,20170208,,OH
2490,IK8IOO,20170209,,Reggio Calabria
2491,KF5WVJ,20170209,,MS
2493,VE3NLW,20170224,,Ontario
2494,KC2VAW,20170228,,NY
2495,N8SJS,20170304,,OH
2496,KE1R,20170309,,CT
2497,AA4JQ,20170313,,TN
2498,K2EDW,20170314,,NY
2499,KD8NJY,20170318,,OH
2500,KG7KPO,20170318,,MT
2501,N2BRD,20170319,,NY
2502,WA3JMV,20170319,,NJ
2503,KY4RPH,20170319,,KY
2504,W4JWC,20170322,,VA
2505,AB2EZ,20170326,,NJ
2506,AG7AG,20170326,,AZ
2507,KB4S,20170327,,VA
2508,K9FAA,20170327,,IN
2509,M0FLF,20170331,,England
2510,WV3S,20170331,,MD
2511,G0LUB,20170331,,England
2512,YV6GM,20170404,,Venezuela
2513,W1XI,20170405,,CT
2514,G7OBS,20170408,,Essex
2515,KE0KAC,20170410,,KS
2516,K2EXE,20170411,,NY
2517,AK4NY,20170413,,GA
2518,K7DWI,20170501,,OR
2519,IU2DMI,20170510,,Italy
2520,KM4JGC,20170512,,NC
2521,XE2EX,20170513,,Baja California
2522,CO2DSE,20170522,,Cuba
2523,CM3EFM,20170524,,Cuba
2524,CO5LB,20170524,,Cuba
2525,SP4LVK,20170525,,Poland
2526,KB0VFT,20170526,,MN
2527,KD9ERS,20170526,,IL
2528,KS3O,20170527,,MD
2529,K6VXI,20170527,,CA
2530,AD9H,20170527,,IL
2531,W4PPC,20170527,,AL
2532,AG6OX,20170528,,CA
2533,N8GOU,20170528,,MO
2534,KM4VKY,20170528,,FL
2535,N0LNK,20170530,,NE
2536,KJ4LQX,20170530,,FL
2537,WM6L,20170530,,KS
2538,N4LDF,20170531,,FL
2539,KN6Q,20170601,,TX
2540,W3BUG,20170602,,MD
2541,IU0ICA,20170605,,Italy
2542,KI4VMK,20170606,,FL
2543,OK1URO,20170608,,Czech Republic
2544,KB9VK,20170611,,IN
2545,KM4NOW,20170611,,NC
2546,WA4TMJ,20170615,,VA
2547,N8XE,20170619,,OH
2548,KM4VHI,20170620,,KY
2549,KA2YRA,20170626,,NY
2550,W7JHR,20170627,,OR
2551,NO7E,20170629,,NV
2552,W5MMW,20170629,,TN
2553,K9EXY,20170630,,IN
2554,G4GVB,20170701,,Lincolnshire, England
2555,K3NP,20170702,,NC
2556,WA5TRL,20170707,,TX
2557,WA5CAM,20170716,,MS
2558,YC6JRT,20170719,,Indonesia
2559,N5BMD,20170729,,LA
2560,KC9CLO,20170803,,IN
2561,AC8CB,20170806,,OH
2562,OK1PSI,20170808,,Czech Republic
2563,K4THB,20170811,,GA
2564,CO5MK,20170811,,Cuba
2565,AD7QC,20170817,,NV
2566,KC3FL,20170821,,FL
2567,YB3MM,20170823,,Indonesia
2568,KG5THG,20170824,,TX
2569,W6BSD,20170828,,CA
2570,W5KHZ,20170903,,TX
2571,NU1G,20170903,,FL
2572,N8LIS,20170905,,OH
2573,CM2RSV,20171015,,Cuba
2574,AC8SW,20171101,,MI
2575,W6IPA,20171112,,CA
2576,ZS1ALJ,20171116,,SOUTH AFRICA
2577,K3RTK,20171120,,PA
2578,VE2NGO,20171121,,QC
2579,K2MFW,20171127,,NJ
2580,K1JWJ,20171129,,MI
2581,W8VYM,20171207,,GA
2582,K4STM,20171208,,GA
2583,KW7U,20171209,,NV
2584,K2OZZ,20171216,,ID
2585,N0YCY,20171225,,MO
2586,KC8ROA,20171226,,OH
2587,K9CEW,20180101,,IL
2588,VE2PI,20180102,,Canada
2589,KC3GSV,20180106,,PA
2590,KE4PWE,20180106,,FL
2591,KA4TLC,20180106,,NC
2592,KG5OIB,20180107,,TX
2593,KW2B,20180106,,OR
2594,N3UBI,20180116,,MD
2595,KK5UG,20180117,,TX
2596,K8RLE,20180118,,MI
2597,WS8G,20180206,,OH
2598,W9ICK,20180209,,FL
2599,AC0A,20180212,,KS
2600,K3IRV,20180213,,NC
2601,WB4OSU,20180218,,NC
2602,W5NWT,20180219,,TX
2603,N4TIZ,20180306,,NC
2604,AI4FR,20180309,,FL
2605,KE1AF,20180314,,RI
2606,XE3A,20180316,,Yucatan
2607,K6RKY,20180317,,CA
2608,KE0EVO,20180317,,MI
2609,KM6CPF,20180318,,CA
2610,WA2AAR,20180323,,PA
2611,WA4YIZ,20180325,,NC
2612,K0PIR,20180326,,SD
2613,N0WVU,20180328,,NV
2614,N1AV,20180328,,AZ
2615,KM8V,20180329,,OH
2616,N7NAD,20180329,,AZ
2617,AC7FF,20180330,,AZ
2618,KD6TR,20180404,,WA
2619,GM3MZX,20180407,,Scotland
2620,KB9RPS,20180411,,IN
2621,XE1HON,20180413,,Mexico
2622,WE4SEL,20180414,,MS
2623,KC7RSL,20180414,,MI
2624,WE4RIC,20180429,,VA
2625,N4AHO,20180506,,SC
2626,KI5WA,20180508,,TX
2627,N4ZCG,20180520,,NC
2628,N5YYF,20180524,,NM
2629,NN9K,20180528,,IL
2630,KG5RMJ,20180529,,TX
2631,W3AF,20180601,,VA
2632,WZ0M,20180601,,SC
2633,NC3O,20180601,,PA
2634,K8SD,20180602,,WI
2635,AB1LF,20180602,,MA
2636,K4JKB,20180602,,VA
2637,N4JAW,20180603,,KY
2638,AA3YT,20180604,20190805,UT
2639,W6HMT,20180609,,CA
2640,KM4RTP,20180611,,GA
2641,K4GBB,20180613,,FL
2642,W1GOV,20180617,,VA
2643,WA4AAV,20180630,,NC
2644,W8CON,20180704,,MI
2645,K5KHK,20180710,,NY
2646,W4DMK,20180712,,NC
2647,KM4OJV,20180714,,AL
2648,KC0RZP,20180717,,IA
2649,AD4Y,20180728,,KY
2650,K5AEB,20180812,,OK
2651,K3CNH,20180816,,DE
2652,N4CPQ,20180818,,FL
2653,W4BZM,20180904,,FL
2654,W1SMC,20180922,,VT
2655,DH5MM,20181007,,Germany
2656,ZP5DNB,20181101,,San Pedro
2657,KE9CK,20181118,,IN
2658,VE3RXO,20181125,,ON
2659,N6PE,20181206,,CA
2660,W0BNE,20181208,,MO
2661,KC3HRS,20181220,,PA
2662,KI7OIY,20181229,,ID
2663,AF4K,20181230,,FL
2664,VK6YTS,20190104,,Western Australia, Australia
2665,KR4GM,20190105,,FL
2666,KZ9HMR,20190116,,UT
2667,W9BLF,20190118,,IN
2668,KT5CT,20190120,,TX
2669,W9GOO,20190120,,IN
2670,KT5WB,20190121,,TX
2671,NR9F,20190121,,IN
2672,N4QNF,20190122,,FL
2673,AI4WW,20190203,,FL
2674,KA1ULN,20190203,,MA
2675,NA6NA,20190203,,CA
2676,W9RLL,20190206,,WI
2677,W4NKL,20190207,,GA
2678,KX4JC,20190311,,NC
2679,KE8JNU,20190313,,OH
2680,G7SYW,20190402,,Devon
2681,N7ESU,20190405,,ID
2682,AB9AX,20190408,,WI
2683,KG5GJT,20190409,,LA
2684,W0CBF,20190411,,KS
2685,CO2QU,20190517,,CUBA
2686,ON6AT,20190519,,Belgium
2687,WS1ETI,20190521,,FL
2688,N2CSA,20190526,,NJ
2689,WD5FVQ,20190530,,TX
2690,KM4ODS,20190531,,NC
2691,K5RWG,20190531,,TX
2692,YV4YY,20190602,,VENEZUELA
2693,N8TCP,20190607,,Oh
2694,KC0VEP,20190608,,NE
2695,AD8FX,20190616,,OH
2696,KM4WII,20190624,,NC
2697,WA1FFT,20190717,,CT
2698,KC3DNG,20190720,,PA
2699,KD9ADB,20190726,,IL
2700,VE9BGC,20190804,,Canada
2701,W3GWM,20190804,,PA
2702,K0FE,20190814,,SC
2703,KD2QAK,20190817,,NY
2704,WC4T,20190915,,KY
2705,W5UOT,20190917,,TX
2706,KK4OVW,20190922,,TN
2707,AC8NM,20191012,,OH
2708,WB2KQG,20191015,,CO
2709,KE0CQB,20191029,,CO
2710,KZ1O,20191105,,FL
2711,KI0HZ,20191128,,MO
2712,VA3TTB,20191201,,Canada
2713,K0CYA,20191210,,NC
2714,K8AEF,20191211,,MI
2715,WB5K,20191215,,TX
2716,K1KL,20191216,,NH
2717,YO4BEW,20191218,,ROMANIA
2718,K4MVM,20191218,,VA
2719,KC0QNB,20191229,,NE
2720,W7OXB,20191230,,WA
2721,K8RGI,20191231,,OH
2722,N3XL,20191231,,MD
2723,N1UKX,20200103,,CT
2724,N3BXZ,20200105,,MD
2725,KJ7EP,20200106,,MT
2726,NX1Q,20200112,,GA
2727,K4VBM,20200112,,GA
2728,W4LID,20200113,,Ky.
2729,N0STN,20200121,,NE
2730,W0CI,20200126,,IA
2731,N7WEJ,20200202,,SC
2732,WR5E,20200214,,CO
2733,KC4UPR,20200217,,MO
2734,K8LEN,20200226,,IN
2735,N4UCU,20200310,,GA
2736,KE8JNT,20200326,,OH
2737,AK3B,20200331,,MD
2738,NI8Z,20200401,,OH
2739,N8GU,20200402,,FL
2740,KQ3K,20200402,,FL
2741,WA4RXK,20200403,,TN
2742,K8MAR,20200403,,OH
2743,W5OTR,20200404,,TX
2744,K1DCT,20200404,,CT
2745,KM6KIZ,20200405,,CA
2746,KD9DVB,20200408,,IN
2747,NO1ZE,20200413,,KY
2748,K4SAA,20200413,,NC
2749,KE0JBT,20200417,,NE
2750,K8PVH,20200423,,MI
2751,SV2CXW,20200504,,Greece
2752,KM4UDX,20200507,,VA
2753,WB2VLM,20200508,,PA
2754,WX2DX,20200509,,PA
2755,WB6ZZY,20200510,,CA
2756,AB9BZ,20200520,,IL
2757,AD8FD,20200524,,OH
2758,W4GHV,20200525,,NC
2759,KG4OWE,20200525,,KY
2760,K8ARY,20200528,,SC
2761,KK9W,20200529,,AL
2762,NZ1I,20200529,,CT
2763,VU2EOJ,20200529,,India
2764,W0JSL,20200529,,CO
2765,VA2SIB,20200530,,QC
2766,KG6T,20200531,,CA
2767,AG6AG,20200531,,CA
2768,N7WLC,20200601,,CA
2769,N1TYH,20200601,,MA
2770,W5JJB,20200602,,LA
2771,VA3SXP,20200602,,ON
2772,AJ4WC,20200607,,FL
2773,K3ALB,20200607,,PA
2774,KJ7MEB,20200608,,UT
2775,N2UZ,20200609,,FL
2776,2I0WAI,20200609,,N Ireland
2777,KC2ASA,20200610,,NY
2778,KD9NHZ,20200615,,IL
2779,PF1JM,20200616,,Netherlands
2780,W4OCF,20200618,,FL
2781,WA3LXD,20200619,,FL
2782,N8EUI,20200629,,MI
2783,KF4CAM,20200705,,CA
2784,K2VTT,20200705,,NY
2785,NZ4N,20200705,,NC
2786,WA8UMT,20200708,,MI
2787,VE3XDB,20200717,,ON
2788,WD0EGC,20200721,,ND
2789,VA2YZX,20200725,,Quebec Canada
2790,KE4DRF,20200725,,TX
2791,K3FKW,20200726,,PA
2792,NS5A,20200801,,TX
2793,VA3SB,20200803,,Ontario
2794,ND9Y,20200809,,IN
2795,AE0GQ,20200913,,CO
2796,K9LZJ,20201004,,IN
2797,KO4EJD,20201009,,FL
2798,SP9GM,20201020,,SLASKIE
2799,SP9MRP,20201021,,Poland
2800,WQ2H,20201029,,NH
2801,KO4CVU,20201110,,TN
2802,AC0CW,20201110,,GA
2803,KD5LPB,20201111,,TX
2804,SP6SOZ,20201113,,POLAND
2805,N4NUI,20201116,,UT
2806,K3YES,20201122,,GA
2807,AC1JR,20201126,,MA
2808,KD9MGA,20201128,,WI
2809,KE0CEN,20201129,,IA
2810,K0IFT,20201203,,CO
2811,KZ4KX,20201212,,KY
2812,KC3NGP,20201218,,PA
2813,KD9ANS,20201225,,IN
2814,WB3LGC,20201230,,DE
2815,WA2BQU,20210102,,FL
2816,KO4HXC,20210111,,VA
2817,K0CP,20210111,,KS
2818,K3SQA,20210113,,PA
2819,K7UQ,20210114,,ID
2820,NJ9D,20210118,,IN
2821,KA6J,20210119,,TX
2822,W1LOG,20210122,,NH
2823,VE3ZDR,20210131,,ON
2824,KC9CSC,20210211,,TX
2825,WD4RCG,20210217,,AL
2826,KM4LPW,20210226,,FL
2827,WA5AMM,20210302,,SC
2828,KN4FRG,20210302,,MO
2829,CO2BK,20210308,,Cuba
2830,KC7MAW,20210409,,WA
2831,AC9HP,20210410,,IN
2832,K3JSJ,20210416,,MD
2833,KE0STT,20210508,,IA
2834,KN4ZXG,20210516,,VA
2835,N0TXW,20210524,,MN
2836,WK2Y,20210525,,GA
2837,W1ATV,20210529,,CT
2838,TI2YO,20210530,,Costa Rica
2839,TI2BSH,20210530,,Costa Rica
2840,OA4DOS,20210530,,PERU
2841,KE5MIS,20210603,,MS
2842,W6RQ,20210602,,CA
2843,KD5ILA,20210606,,Arkansas
2844,AB8YZ,20210606,,Texas
2845,N5LPT,20210607,,Texas
2846,W4FLL,20210607,,United States of America
2847,AA0RR,20210607,,IA
2848,KG5SSB,20210607,,MS
2849,WB8TDG,20210607,,OH
2850,N4FA,20210607,,FL
